"new_id","mig_batch_id","old_id","kind","old_relative_path","new_relative_path","title","migration_status","evidence_level"
"EX-20260523T000000Z-mig-S2026052300264EF6","MIG-20260605T120000Z-mig-BATCH","S20260523-002","experiment","🧪 实验\S20260523-002_小市值年化可行性评估.md","04_实验记录\EX-20260523T000000Z-mig-S2026052300264EF6_S20260523-002复利年化100%+最大回撤20%（无杠杆）目标可行性评估.md","S20260523-002: 复利年化100% + 最大回撤20%（无杠杆）目标可行性评估","migrated_unverified","legacy_raw"
"MIG-20260603T000000Z-mig-H128A8166128A8","MIG-20260605T120000Z-mig-BATCH","实验记录说明","archive","🧪 实验\实验记录说明.md","12_归档\旧库迁移原文\MIG-20260603T000000Z-mig-H128A8166128A8_实验记录.md","实验记录","migrated_unverified","legacy_raw"
"MIG-20260604T000000Z-mig-RYYYYMMDD0014E475","MIG-20260605T120000Z-mig-BATCH","RYYYYMMDD-001","archive","🧪 实验\研究记录模板.md","12_归档\旧库迁移原文\MIG-20260604T000000Z-mig-RYYYYMMDD0014E475_RYYYYMMDD-001研究主题.md","RYYYYMMDD-001 研究主题","migrated_unverified","legacy_raw"
"RD-20260523T000000Z-mig-BLF20260523001134E1","MIG-20260605T120000Z-mig-BATCH","BLF20260523-001","direction","🧭 方向\BLF20260523-001_市场状态识别与动量门控研究信念.md","02_研究方向\RD-20260523T000000Z-mig-BLF20260523001134E1_BLF20260523-001市场状态识别与动量门控.md","BLF20260523-001 市场状态识别与动量门控","migrated_unverified","legacy_raw"
"RD-20260523T000000Z-mig-BLF20260523002F8A70","MIG-20260605T120000Z-mig-BATCH","BLF20260523-002","direction","🧭 方向\BLF20260523-002_平滑上涨软排序研究信念.md","02_研究方向\RD-20260523T000000Z-mig-BLF20260523002F8A70_BLF20260523-002平滑上涨软排序.md","BLF20260523-002 平滑上涨软排序","migrated_unverified","legacy_raw"
"RD-20260528T000000Z-mig-BLF20260528004996F7","MIG-20260605T120000Z-mig-BATCH","BLF20260528-004","direction","🧭 方向\BLF20260528-004_市场环境驱动多策略切换研究信念.md","02_研究方向\RD-20260528T000000Z-mig-BLF20260528004996F7_BLF20260528-004市场环境驱动多策略切换研究信念.md","BLF20260528-004 市场环境驱动多策略切换研究信念","migrated_unverified","legacy_raw"
"RD-20260603T000000Z-mig-ETF7D5F7","MIG-20260605T120000Z-mig-BATCH","ETF双池防守系统","direction","🧭 方向\ETF双池防守系统.md","02_研究方向\RD-20260603T000000Z-mig-ETF7D5F7_B3Gate+Tiered-v2——防守系统研究总结.md","B3 Gate + Tiered-v2 —— 防守系统研究总结","reviewed_readonly_baseline_skeleton","L2_readonly_platform_review"
"RD-20260605T000000Z-mig-R010AF00BB","MIG-20260605T120000Z-mig-BATCH","R010-A","direction","🧭 方向\ETF双池进攻系统.md","02_研究方向\RD-20260605T000000Z-mig-R010AF00BB_ETF双池进攻系统.md","ETF双池进攻系统","migrated_unverified","legacy_raw"
"RD-20260604T000000Z-mig-ETFE8991","MIG-20260605T120000Z-mig-BATCH","ETF阴跌防守","direction","🧭 方向\ETF阴跌防守.md","02_研究方向\RD-20260604T000000Z-mig-ETFE8991_ETF阴跌防守.md","ETF 阴跌防守","migrated_unverified","legacy_raw"
"RD-20260603T000000Z-mig-TOP1BB4BE","MIG-20260605T120000Z-mig-BATCH","Top1斜率放松","direction","🧭 方向\Top1斜率放松.md","02_研究方向\RD-20260603T000000Z-mig-TOP1BB4BE_Top1斜率放松——研究总结.md","Top1 斜率放松 —— 研究总结","migrated_unverified","legacy_raw"
"RD-20260603T000000Z-mig-HD5EEBAA8D5EEB","MIG-20260605T120000Z-mig-BATCH","多策略市场环境切换","direction","🧭 方向\多策略市场环境切换.md","02_研究方向\RD-20260603T000000Z-mig-HD5EEBAA8D5EEB_小市值T0——研究总结.md","小市值 T0 —— 研究总结","migrated_unverified","legacy_raw"
"RD-20260603T000000Z-mig-H95AC6BBA95AC6","MIG-20260605T120000Z-mig-BATCH","防守池吸血信号","direction","🧭 方向\防守池吸血信号.md","02_研究方向\RD-20260603T000000Z-mig-H95AC6BBA95AC6_R026防守池吸血撤离信号——研究总结.md","R026 防守池吸血撤离信号 —— 研究总结","migrated_unverified","legacy_raw"
"RD-20260603T000000Z-mig-H8F6635B58F663","MIG-20260605T120000Z-mig-BATCH","非线性仓位控制","direction","🧭 方向\非线性仓位控制.md","02_研究方向\RD-20260603T000000Z-mig-H8F6635B58F663_非线性仓位控制——研究总结.md","非线性仓位控制 —— 研究总结","migrated_unverified","legacy_raw"
"RD-20260603T000000Z-mig-H35F08B9535F08","MIG-20260605T120000Z-mig-BATCH","涨停事件价量结构","direction","🧭 方向\涨停事件价量结构.md","02_研究方向\RD-20260603T000000Z-mig-H35F08B9535F08_涨停事件价量结构.md","涨停事件价量结构","migrated_unverified","legacy_raw"
